transaction_id,timestamp,transaction_type,amount,day_of_week,source
U156967,2024-04-29 12:38:27,Bill Payment,731.0,Monday,upi
U45897,2024-04-29 12:38:32,Bill Payment,60.0,Monday,upi
U122439,2024-04-29 12:38:39,P2P,865.0,Monday,upi
U82638,2024-04-29 12:39:27,Recharge,1427.0,Monday,upi
U71898,2024-04-29 12:40:53,P2P,430.0,Monday,upi
U207464,2024-04-29 12:41:23,P2M,299.0,Monday,upi
U89474,2024-04-29 12:42:16,Recharge,150.0,Monday,upi
U169328,2024-04-29 12:44:48,P2P,2560.0,Monday,upi
U70715,2024-04-29 12:47:38,P2P,407.0,Monday,upi
U34359,2024-04-29 12:49:06,P2M,3820.0,Monday,upi
U187103,2024-04-29 12:49:16,P2P,455.0,Monday,upi
U109596,2024-04-29 12:49:30,P2M,532.0,Monday,upi
U34332,2024-04-29 12:49:34,P2M,194.0,Monday,upi
U18601,2024-04-29 12:50:35,P2M,539.0,Monday,upi
U89836,2024-04-29 12:50:59,P2M,4620.0,Monday,upi
U33457,2024-04-29 12:53:14,P2P,2261.0,Monday,upi
U41741,2024-04-29 12:53:41,P2P,375.0,Monday,upi
U12072,2024-04-29 12:53:43,P2M,1976.0,Monday,upi
U139091,2024-04-29 12:57:21,P2P,1614.0,Monday,upi
U32274,2024-04-29 12:58:23,P2P,491.0,Monday,upi
U131467,2024-04-29 12:58:32,P2P,680.0,Monday,upi
U217810,2024-04-29 13:05:53,P2P,1383.0,Monday,upi
U193030,2024-04-29 13:09:29,P2M,797.0,Monday,upi
U169369,2024-04-29 13:11:21,P2M,326.0,Monday,upi
U241408,2024-04-29 13:11:42,P2M,776.0,Monday,upi
U31648,2024-04-29 13:12:10,P2M,387.0,Monday,upi
U12800,2024-04-29 13:19:07,P2P,394.0,Monday,upi
U24233,2024-04-29 13:19:55,P2M,709.0,Monday,upi
U41031,2024-04-29 13:22:32,P2M,360.0,Monday,upi
U165745,2024-04-29 13:23:40,P2M,910.0,Monday,upi
U38672,2024-04-29 13:24:40,P2M,130.0,Monday,upi
U177380,2024-04-29 13:26:34,P2M,1254.0,Monday,upi
U239728,2024-04-29 13:26:50,Bill Payment,100.0,Monday,upi
U66618,2024-04-29 13:27:18,P2M,4140.0,Monday,upi
U25749,2024-04-29 13:30:42,P2P,50.0,Monday,upi
U192919,2024-04-29 13:31:01,P2P,142.0,Monday,upi
U13397,2024-04-29 13:37:25,P2M,429.0,Monday,upi
U59523,2024-04-29 13:38:14,Bill Payment,4198.0,Monday,upi
U185163,2024-04-29 13:40:04,Bill Payment,606.0,Monday,upi
U223708,2024-04-29 13:40:55,P2P,342.0,Monday,upi
U239761,2024-04-29 13:42:08,P2M,115.0,Monday,upi
U30653,2024-04-29 13:44:23,Bill Payment,759.0,Monday,upi
U171063,2024-04-29 13:45:54,Bill Payment,409.0,Monday,upi
U247882,2024-04-29 13:47:31,P2M,3556.0,Monday,upi
W3424,2024-04-29 13:52:00,P2M,1777.06,Monday,wallet
U97895,2024-04-29 13:54:45,P2P,323.0,Monday,upi
U21737,2024-04-29 13:56:16,P2P,843.0,Monday,upi
U68050,2024-04-29 13:57:25,P2P,152.0,Monday,upi
U66323,2024-04-29 13:59:35,P2P,611.0,Monday,upi
U86721,2024-04-29 14:00:42,P2M,361.0,Monday,upi
U103257,2024-04-29 14:01:21,P2P,177.0,Monday,upi
U102286,2024-04-29 14:02:51,P2P,343.0,Monday,upi
U215488,2024-04-29 14:03:37,P2M,754.0,Monday,upi
U193855,2024-04-29 14:03:40,P2M,226.0,Monday,upi
U9437,2024-04-29 14:04:37,P2M,131.0,Monday,upi
U30468,2024-04-29 14:04:49,Bill Payment,3775.0,Monday,upi
U241875,2024-04-29 14:05:03,P2P,204.0,Monday,upi
U43140,2024-04-29 14:07:11,Bill Payment,561.0,Monday,upi
U74021,2024-04-29 14:08:40,P2P,450.0,Monday,upi
U231762,2024-04-29 14:08:46,P2M,424.0,Monday,upi
U58877,2024-04-29 14:12:15,P2P,713.0,Monday,upi
U62977,2024-04-29 14:13:31,P2P,284.0,Monday,upi
U117110,2024-04-29 14:19:48,P2M,862.0,Monday,upi
U91595,2024-04-29 14:22:09,P2P,121.0,Monday,upi
U208786,2024-04-29 14:23:41,P2P,1052.0,Monday,upi
U67126,2024-04-29 14:26:01,P2M,867.0,Monday,upi
U39725,2024-04-29 14:31:32,Recharge,3815.0,Monday,upi
U174371,2024-04-29 14:33:39,P2P,789.0,Monday,upi
U40241,2024-04-29 14:46:31,P2M,147.0,Monday,upi
U203805,2024-04-29 14:47:33,Bill Payment,551.0,Monday,upi
U221859,2024-04-29 14:48:17,Bill Payment,1431.0,Monday,upi
U44745,2024-04-29 14:52:47,Recharge,223.0,Monday,upi
U45551,2024-04-29 14:53:23,P2M,106.0,Monday,upi
U193713,2024-04-29 14:54:47,Bill Payment,1570.0,Monday,upi
U71440,2024-04-29 14:55:05,P2M,2340.0,Monday,upi
U240326,2024-04-29 14:55:50,P2P,831.0,Monday,upi
U140164,2024-04-29 14:55:51,Bill Payment,3020.0,Monday,upi
U21740,2024-04-29 14:57:09,P2M,421.0,Monday,upi
U172331,2024-04-29 14:59:47,P2P,1357.0,Monday,upi
U43062,2024-04-29 14:59:53,P2P,163.0,Monday,upi
U54919,2024-04-29 15:00:47,P2M,221.0,Monday,upi
U55358,2024-04-29 15:01:58,P2M,3457.0,Monday,upi
U210625,2024-04-29 15:04:16,P2P,2751.0,Monday,upi
U83199,2024-04-29 15:04:41,P2M,2460.0,Monday,upi
U61159,2024-04-29 15:05:06,P2P,754.0,Monday,upi
U126,2024-04-29 15:05:14,P2M,91.0,Monday,upi
U237421,2024-04-29 15:11:20,P2P,1221.0,Monday,upi
U167520,2024-04-29 15:11:49,P2P,1147.0,Monday,upi
U248679,2024-04-29 15:12:01,P2M,2178.0,Monday,upi
U220576,2024-04-29 15:12:19,P2P,456.0,Monday,upi
U190232,2024-04-29 15:12:39,P2P,142.0,Monday,upi
U51181,2024-04-29 15:15:49,P2P,412.0,Monday,upi
U8901,2024-04-29 15:17:19,P2P,704.0,Monday,upi
U242561,2024-04-29 15:17:38,P2P,2289.0,Monday,upi
U68127,2024-04-29 15:20:17,P2M,3301.0,Monday,upi
U193662,2024-04-29 15:24:54,P2P,4667.0,Monday,upi
U154290,2024-04-29 15:25:45,P2P,344.0,Monday,upi
U97075,2024-04-29 15:29:29,Bill Payment,815.0,Monday,upi
U239331,2024-04-29 15:29:50,P2M,722.0,Monday,upi
U196601,2024-04-29 15:29:55,Bill Payment,1449.0,Monday,upi
U88322,2024-04-29 15:31:51,P2M,1480.0,Monday,upi
U215744,2024-04-29 15:33:07,Recharge,689.0,Monday,upi
U55334,2024-04-29 15:33:27,Bill Payment,1731.0,Monday,upi
U69208,2024-04-29 15:33:36,Bill Payment,1157.0,Monday,upi
U60156,2024-04-29 15:35:53,P2P,1603.0,Monday,upi
U75643,2024-04-29 15:38:28,P2P,4377.0,Monday,upi
U42629,2024-04-29 15:40:20,P2P,2694.0,Monday,upi
U78531,2024-04-29 15:41:39,P2P,481.0,Monday,upi
U143728,2024-04-29 15:44:50,P2P,348.0,Monday,upi
U130874,2024-04-29 15:46:04,P2M,530.0,Monday,upi
U58440,2024-04-29 15:46:10,P2M,1938.0,Monday,upi
U169734,2024-04-29 15:50:33,Bill Payment,4104.0,Monday,upi
U197834,2024-04-29 15:50:40,P2P,3310.0,Monday,upi
U176430,2024-04-29 15:53:30,P2M,257.0,Monday,upi
U197451,2024-04-29 15:55:28,P2M,1779.0,Monday,upi
U191485,2024-04-29 15:57:49,P2P,323.0,Monday,upi
U81963,2024-04-29 16:00:09,P2M,140.0,Monday,upi
U194583,2024-04-29 16:01:07,Bill Payment,590.0,Monday,upi
U200805,2024-04-29 16:01:07,Bill Payment,101.0,Monday,upi
U574,2024-04-29 16:01:24,P2M,1371.0,Monday,upi
U47155,2024-04-29 16:02:22,Bill Payment,1198.0,Monday,upi
U66279,2024-04-29 16:05:55,Bill Payment,637.0,Monday,upi
U169163,2024-04-29 16:08:02,P2P,128.0,Monday,upi
U214161,2024-04-29 16:08:09,P2P,3256.0,Monday,upi
U12752,2024-04-29 16:09:19,Bill Payment,454.0,Monday,upi
U189201,2024-04-29 16:10:09,P2M,1118.0,Monday,upi
U47247,2024-04-29 16:12:52,P2M,1290.0,Monday,upi
U105379,2024-04-29 16:13:40,P2M,108.0,Monday,upi
U72332,2024-04-29 16:22:20,P2P,1014.0,Monday,upi
U102499,2024-04-29 16:22:38,P2P,154.0,Monday,upi
U213274,2024-04-29 16:22:54,P2M,434.0,Monday,upi
U189348,2024-04-29 16:24:49,Bill Payment,246.0,Monday,upi
U154421,2024-04-29 16:33:47,Bill Payment,1627.0,Monday,upi
U9655,2024-04-29 16:35:57,P2P,628.0,Monday,upi
U62109,2024-04-29 16:36:35,P2M,248.0,Monday,upi
U132411,2024-04-29 16:36:39,Bill Payment,1601.0,Monday,upi
U130884,2024-04-29 16:39:59,P2P,149.0,Monday,upi
U50464,2024-04-29 16:42:42,Bill Payment,1248.0,Monday,upi
U68241,2024-04-29 16:44:28,P2M,719.0,Monday,upi
U202592,2024-04-29 16:44:37,P2M,399.0,Monday,upi
U6976,2024-04-29 16:45:08,P2P,1754.0,Monday,upi
U161106,2024-04-29 16:46:53,Bill Payment,2097.0,Monday,upi
U232144,2024-04-29 16:47:50,P2M,284.0,Monday,upi
U153153,2024-04-29 16:50:06,Bill Payment,477.0,Monday,upi
U13874,2024-04-29 16:50:43,P2M,1112.0,Monday,upi
U47361,2024-04-29 16:51:09,P2M,225.0,Monday,upi
U91780,2024-04-29 16:53:35,P2P,276.0,Monday,upi
U180422,2024-04-29 16:54:24,P2M,1273.0,Monday,upi
U124951,2024-04-29 16:54:30,P2P,202.0,Monday,upi
U143488,2024-04-29 16:55:11,P2M,216.0,Monday,upi
U5938,2024-04-29 16:56:42,P2P,1165.0,Monday,upi
U124125,2024-04-29 16:58:18,P2M,1610.0,Monday,upi
U89638,2024-04-29 17:00:45,P2P,1002.0,Monday,upi
U61333,2024-04-29 17:01:05,Bill Payment,375.0,Monday,upi
U9418,2024-04-29 17:01:58,Bill Payment,238.0,Monday,upi
U93105,2024-04-29 17:02:22,P2P,299.0,Monday,upi
U115720,2024-04-29 17:03:30,P2P,348.0,Monday,upi
U74722,2024-04-29 17:04:00,P2P,285.0,Monday,upi
U187938,2024-04-29 17:04:44,P2P,963.0,Monday,upi
U68688,2024-04-29 17:05:45,P2M,4946.0,Monday,upi
U107427,2024-04-29 17:06:01,P2P,689.0,Monday,upi
U65,2024-04-29 17:06:40,P2M,55.0,Monday,upi
U90395,2024-04-29 17:07:55,P2M,422.0,Monday,upi
U147724,2024-04-29 17:08:24,Bill Payment,254.0,Monday,upi
U165649,2024-04-29 17:08:39,P2P,2052.0,Monday,upi
U11549,2024-04-29 17:09:03,Bill Payment,2654.0,Monday,upi
U225872,2024-04-29 17:09:13,P2M,626.0,Monday,upi
U178751,2024-04-29 17:09:32,Bill Payment,236.0,Monday,upi
U2765,2024-04-29 17:09:42,Bill Payment,198.0,Monday,upi
U235695,2024-04-29 17:10:32,P2P,856.0,Monday,upi
U226877,2024-04-29 17:13:20,P2M,157.0,Monday,upi
U23938,2024-04-29 17:15:25,P2M,195.0,Monday,upi
U164456,2024-04-29 17:17:07,Bill Payment,1232.0,Monday,upi
U120824,2024-04-29 17:17:37,P2P,1705.0,Monday,upi
U43845,2024-04-29 17:17:43,Bill Payment,523.0,Monday,upi
U85037,2024-04-29 17:18:02,P2P,605.0,Monday,upi
U205569,2024-04-29 17:19:59,P2M,1820.0,Monday,upi
U11032,2024-04-29 17:20:26,P2M,724.0,Monday,upi
U36361,2024-04-29 17:22:44,P2M,588.0,Monday,upi
U100301,2024-04-29 17:23:10,Bill Payment,1308.0,Monday,upi
U67491,2024-04-29 17:23:27,Bill Payment,2554.0,Monday,upi
U64,2024-04-29 17:25:36,P2P,386.0,Monday,upi
U185180,2024-04-29 17:27:36,P2P,1430.0,Monday,upi
U77240,2024-04-29 17:29:39,P2M,252.0,Monday,upi
U39800,2024-04-29 17:31:35,Bill Payment,2442.0,Monday,upi
U28678,2024-04-29 17:31:52,P2M,417.0,Monday,upi
U30260,2024-04-29 17:34:22,P2P,1510.0,Monday,upi
U163872,2024-04-29 17:34:28,Bill Payment,261.0,Monday,upi
U102809,2024-04-29 17:35:04,Bill Payment,652.0,Monday,upi
U6058,2024-04-29 17:35:31,P2M,2066.0,Monday,upi
U201576,2024-04-29 17:36:39,P2M,461.0,Monday,upi
U58931,2024-04-29 17:36:40,P2P,1005.0,Monday,upi
U188508,2024-04-29 17:36:58,P2M,880.0,Monday,upi
U114120,2024-04-29 17:37:04,P2M,3948.0,Monday,upi
U180840,2024-04-29 17:37:43,P2M,1302.0,Monday,upi
U12353,2024-04-29 17:38:19,P2M,103.0,Monday,upi
U112319,2024-04-29 17:38:54,P2M,1778.0,Monday,upi
U243698,2024-04-29 17:39:03,P2M,220.0,Monday,upi
U83822,2024-04-29 17:41:13,P2P,1610.0,Monday,upi
U137804,2024-04-29 17:41:17,P2P,435.0,Monday,upi
U130400,2024-04-29 17:42:09,P2P,2889.0,Monday,upi
U221508,2024-04-29 17:42:40,P2M,485.0,Monday,upi
U171783,2024-04-29 17:42:59,P2P,946.0,Monday,upi
U129058,2024-04-29 17:43:35,P2P,511.0,Monday,upi
U242161,2024-04-29 17:43:44,P2P,434.0,Monday,upi
U166425,2024-04-29 17:44:56,Bill Payment,431.0,Monday,upi
U162522,2024-04-29 17:45:13,P2P,1067.0,Monday,upi
U91652,2024-04-29 17:46:10,Bill Payment,105.0,Monday,upi
U215650,2024-04-29 17:47:25,P2M,343.0,Monday,upi
U133988,2024-04-29 17:48:36,P2P,229.0,Monday,upi
U119105,2024-04-29 17:48:39,P2M,26.0,Monday,upi
U193121,2024-04-29 17:50:44,Bill Payment,150.0,Monday,upi
U131537,2024-04-29 17:51:21,P2P,4898.0,Monday,upi
U9181,2024-04-29 17:52:06,P2P,2569.0,Monday,upi
U69415,2024-04-29 17:57:01,P2P,563.0,Monday,upi
U163471,2024-04-29 17:57:21,P2M,465.0,Monday,upi
U207890,2024-04-29 17:58:40,P2M,4220.0,Monday,upi
U23231,2024-04-29 18:00:04,Bill Payment,1389.0,Monday,upi
U122082,2024-04-29 18:01:00,P2M,415.0,Monday,upi
U55178,2024-04-29 18:01:20,P2M,760.0,Monday,upi
U118830,2024-04-29 18:04:07,P2P,559.0,Monday,upi
U15553,2024-04-29 18:04:51,P2P,1815.0,Monday,upi
U113104,2024-04-29 18:04:59,Bill Payment,3930.0,Monday,upi
U88501,2024-04-29 18:05:41,P2M,3310.0,Monday,upi
U196556,2024-04-29 18:06:27,P2M,1251.0,Monday,upi
U184722,2024-04-29 18:07:02,P2P,510.0,Monday,upi
U7940,2024-04-29 18:08:19,P2M,703.0,Monday,upi
U26232,2024-04-29 18:09:06,P2P,981.0,Monday,upi
U120351,2024-04-29 18:09:12,P2P,652.0,Monday,upi
U202178,2024-04-29 18:10:56,P2P,2018.0,Monday,upi
U47545,2024-04-29 18:11:23,P2P,2358.0,Monday,upi
U175002,2024-04-29 18:13:07,P2M,2808.0,Monday,upi
U120058,2024-04-29 18:14:06,P2M,1016.0,Monday,upi
U81360,2024-04-29 18:14:21,P2M,1051.0,Monday,upi
U35874,2024-04-29 18:20:05,P2P,2399.0,Monday,upi
U153702,2024-04-29 18:22:51,P2P,2687.0,Monday,upi
U1697,2024-04-29 18:22:57,Bill Payment,1080.0,Monday,upi
U71943,2024-04-29 18:23:02,Bill Payment,172.0,Monday,upi
U25173,2024-04-29 18:24:23,P2P,268.0,Monday,upi
U83158,2024-04-29 18:24:45,P2P,188.0,Monday,upi
U21689,2024-04-29 18:27:48,P2M,373.0,Monday,upi
U234367,2024-04-29 18:28:12,P2M,689.0,Monday,upi
U54,2024-04-29 18:29:03,P2M,4987.0,Monday,upi
U89424,2024-04-29 18:29:56,Bill Payment,3171.0,Monday,upi
U145438,2024-04-29 18:30:27,P2P,303.0,Monday,upi
U213091,2024-04-29 18:30:33,P2P,170.0,Monday,upi
U99617,2024-04-29 18:31:05,Bill Payment,4265.0,Monday,upi
U123822,2024-04-29 18:31:13,P2P,256.0,Monday,upi
U234715,2024-04-29 18:32:11,P2M,3435.0,Monday,upi
U161906,2024-04-29 18:35:25,P2M,2997.0,Monday,upi
U194098,2024-04-29 18:35:41,Bill Payment,271.0,Monday,upi
U47570,2024-04-29 18:37:35,P2M,1728.0,Monday,upi
U111961,2024-04-29 18:39:06,P2P,836.0,Monday,upi
U182641,2024-04-29 18:40:56,P2P,4886.0,Monday,upi
U106548,2024-04-29 18:40:59,P2P,578.0,Monday,upi
U105868,2024-04-29 18:43:18,P2P,224.0,Monday,upi
U152845,2024-04-29 18:43:22,P2P,757.0,Monday,upi
U223772,2024-04-29 18:43:56,P2P,3571.0,Monday,upi
U100924,2024-04-29 18:44:13,P2P,1354.0,Monday,upi
U243832,2024-04-29 18:45:58,P2M,2105.0,Monday,upi
U111356,2024-04-29 18:47:13,Bill Payment,872.0,Monday,upi
U140275,2024-04-29 18:48:24,P2M,584.0,Monday,upi
U138148,2024-04-29 18:49:08,P2P,388.0,Monday,upi
U117612,2024-04-29 18:50:28,Bill Payment,100.0,Monday,upi
U140316,2024-04-29 18:50:52,Recharge,1471.0,Monday,upi
U64512,2024-04-29 18:52:27,P2P,390.0,Monday,upi
U109397,2024-04-29 18:53:25,P2P,477.0,Monday,upi
U130002,2024-04-29 18:57:16,P2M,436.0,Monday,upi
U193683,2024-04-29 18:58:23,P2M,4085.0,Monday,upi
U198022,2024-04-29 19:04:53,Bill Payment,1756.0,Monday,upi
U46526,2024-04-29 19:05:30,P2M,307.0,Monday,upi
U37388,2024-04-29 19:07:33,P2M,2327.0,Monday,upi
U98509,2024-04-29 19:08:31,P2M,2477.0,Monday,upi
U214178,2024-04-29 19:09:05,P2M,258.0,Monday,upi
U78882,2024-04-29 19:09:05,P2M,1559.0,Monday,upi
U37272,2024-04-29 19:09:07,P2P,2846.0,Monday,upi
U46088,2024-04-29 19:10:28,P2P,4185.0,Monday,upi
U246738,2024-04-29 19:10:50,P2M,1622.0,Monday,upi
U128665,2024-04-29 19:11:25,P2P,1796.0,Monday,upi
U133004,2024-04-29 19:13:03,P2P,924.0,Monday,upi
U185827,2024-04-29 19:13:47,P2M,570.0,Monday,upi
U222860,2024-04-29 19:14:27,P2M,314.0,Monday,upi
U179415,2024-04-29 19:14:57,P2M,310.0,Monday,upi
U181664,2024-04-29 19:16:33,Bill Payment,1295.0,Monday,upi
U206056,2024-04-29 19:16:34,Bill Payment,199.0,Monday,upi
U10274,2024-04-29 19:20:29,P2P,342.0,Monday,upi
U6307,2024-04-29 19:20:33,P2P,2148.0,Monday,upi
U203807,2024-04-29 19:20:39,P2M,391.0,Monday,upi
U45936,2024-04-29 19:21:11,Bill Payment,186.0,Monday,upi
U60504,2024-04-29 19:21:44,P2P,153.0,Monday,upi
U102883,2024-04-29 19:22:32,Recharge,59.0,Monday,upi
U165912,2024-04-29 19:22:36,Recharge,1667.0,Monday,upi
U155668,2024-04-29 19:22:47,P2P,975.0,Monday,upi
U134897,2024-04-29 19:29:17,P2M,2511.0,Monday,upi
U129636,2024-04-29 19:29:57,P2P,262.0,Monday,upi
U221057,2024-04-29 19:30:04,P2P,586.0,Monday,upi
U219145,2024-04-29 19:30:59,Recharge,249.0,Monday,upi
U40529,2024-04-29 19:31:28,P2P,4731.0,Monday,upi
U190547,2024-04-29 19:32:01,P2P,3407.0,Monday,upi
U9220,2024-04-29 19:34:07,Bill Payment,362.0,Monday,upi
U40110,2024-04-29 19:35:07,Recharge,83.0,Monday,upi
U147220,2024-04-29 19:36:00,P2P,325.0,Monday,upi
U152917,2024-04-29 19:38:26,P2P,345.0,Monday,upi
U244776,2024-04-29 19:39:24,Recharge,2877.0,Monday,upi
U169085,2024-04-29 19:39:55,P2P,489.0,Monday,upi
U114558,2024-04-29 19:40:00,P2P,174.0,Monday,upi
U16190,2024-04-29 19:40:37,P2M,4942.0,Monday,upi
U50950,2024-04-29 19:41:06,Bill Payment,140.0,Monday,upi
U15935,2024-04-29 19:41:27,P2M,855.0,Monday,upi
U92001,2024-04-29 19:43:12,P2P,179.0,Monday,upi
U173730,2024-04-29 19:43:45,P2P,157.0,Monday,upi
U64272,2024-04-29 19:45:11,Bill Payment,114.0,Monday,upi
U116092,2024-04-29 19:45:19,P2P,79.0,Monday,upi
U98926,2024-04-29 19:46:29,P2P,2962.0,Monday,upi
U38151,2024-04-29 19:46:46,Bill Payment,2257.0,Monday,upi
U62445,2024-04-29 19:47:14,Recharge,349.0,Monday,upi
U136722,2024-04-29 19:48:02,P2P,360.0,Monday,upi
U706,2024-04-29 19:48:14,Bill Payment,2962.0,Monday,upi
U114611,2024-04-29 19:48:37,Bill Payment,3338.0,Monday,upi
U4425,2024-04-29 19:49:43,P2M,403.0,Monday,upi
U163956,2024-04-29 19:50:21,P2P,1667.0,Monday,upi
U148081,2024-04-29 19:50:23,P2P,869.0,Monday,upi
U148240,2024-04-29 19:51:24,P2P,784.0,Monday,upi
U97138,2024-04-29 19:52:00,P2M,573.0,Monday,upi
U179817,2024-04-29 19:53:44,P2P,727.0,Monday,upi
U141617,2024-04-29 19:54:25,P2M,800.0,Monday,upi
U235857,2024-04-29 19:55:15,P2M,200.0,Monday,upi
U121437,2024-04-29 19:56:04,P2M,971.0,Monday,upi
U211096,2024-04-29 19:56:55,Bill Payment,443.0,Monday,upi
U214074,2024-04-29 19:57:14,P2M,163.0,Monday,upi
U116619,2024-04-29 19:57:23,P2P,259.0,Monday,upi
U193804,2024-04-29 19:58:41,P2P,1041.0,Monday,upi
U154575,2024-04-29 20:00:17,P2M,950.0,Monday,upi
U228406,2024-04-29 20:01:07,Bill Payment,2500.0,Monday,upi
U92657,2024-04-29 20:01:55,P2P,2935.0,Monday,upi
U51969,2024-04-29 20:03:31,P2M,1480.0,Monday,upi
U27355,2024-04-29 20:03:53,Recharge,548.0,Monday,upi
U233462,2024-04-29 20:04:01,Bill Payment,3448.0,Monday,upi
U132088,2024-04-29 20:07:45,P2M,1266.0,Monday,upi
U217804,2024-04-29 20:07:51,P2P,1865.0,Monday,upi
U164124,2024-04-29 20:08:07,P2P,78.0,Monday,upi
U207712,2024-04-29 20:08:54,P2P,110.0,Monday,upi
U152836,2024-04-29 20:09:33,P2P,1445.0,Monday,upi
U12068,2024-04-29 20:10:08,Bill Payment,1701.0,Monday,upi
U80380,2024-04-29 20:10:37,P2P,704.0,Monday,upi
U206085,2024-04-29 20:11:11,P2M,383.0,Monday,upi
U227402,2024-04-29 20:11:26,P2M,465.0,Monday,upi
U170800,2024-04-29 20:12:15,P2M,227.0,Monday,upi
W3426,2024-04-29 20:13:00,P2M,1420.01,Monday,wallet
U98169,2024-04-29 20:16:29,Bill Payment,77.0,Monday,upi
U177712,2024-04-29 20:17:19,P2P,436.0,Monday,upi
U240002,2024-04-29 20:17:45,P2M,263.0,Monday,upi
U55994,2024-04-29 20:19:41,P2M,1180.0,Monday,upi
U126091,2024-04-29 20:20:27,P2P,278.0,Monday,upi
U183352,2024-04-29 20:21:33,Bill Payment,1524.0,Monday,upi
U214687,2024-04-29 20:22:37,Recharge,665.0,Monday,upi
U110549,2024-04-29 20:23:03,P2P,2859.0,Monday,upi
U97912,2024-04-29 20:24:05,P2P,68.0,Monday,upi
U77820,2024-04-29 20:26:43,P2P,898.0,Monday,upi
U11431,2024-04-29 20:27:27,P2M,288.0,Monday,upi
U240236,2024-04-29 20:27:46,P2M,1042.0,Monday,upi
U237645,2024-04-29 20:29:20,P2M,523.0,Monday,upi
U113224,2024-04-29 20:29:39,P2M,2611.0,Monday,upi
U224202,2024-04-29 20:30:58,P2M,4412.0,Monday,upi
U131593,2024-04-29 20:33:06,P2P,1508.0,Monday,upi
U61882,2024-04-29 20:34:51,P2M,432.0,Monday,upi
U151160,2024-04-29 20:36:40,P2M,2100.0,Monday,upi
U180940,2024-04-29 20:39:22,P2P,1097.0,Monday,upi
U109980,2024-04-29 20:43:22,Bill Payment,1985.0,Monday,upi
U26237,2024-04-29 20:46:29,P2P,2051.0,Monday,upi
U12007,2024-04-29 20:47:46,P2P,110.0,Monday,upi
U158076,2024-04-29 20:50:30,P2M,3506.0,Monday,upi
U160073,2024-04-29 20:50:56,P2M,2090.0,Monday,upi
U41307,2024-04-29 20:51:44,P2M,893.0,Monday,upi
U111155,2024-04-29 20:54:33,P2P,1220.0,Monday,upi
U220985,2024-04-29 20:54:47,Bill Payment,801.0,Monday,upi
U20224,2024-04-29 20:54:55,P2P,4157.0,Monday,upi
U32230,2024-04-29 20:55:17,P2M,540.0,Monday,upi
U67212,2024-04-29 20:56:25,P2P,209.0,Monday,upi
U226700,2024-04-29 20:56:46,P2P,2060.0,Monday,upi
U26818,2024-04-29 20:59:04,P2M,66.0,Monday,upi
U249915,2024-04-29 20:59:41,Recharge,2178.0,Monday,upi
U191985,2024-04-29 21:00:35,P2M,1733.0,Monday,upi
U238748,2024-04-29 21:04:41,P2P,697.0,Monday,upi
U97258,2024-04-29 21:06:12,P2M,989.0,Monday,upi
U179698,2024-04-29 21:08:05,P2P,1605.0,Monday,upi
U183130,2024-04-29 21:09:40,Bill Payment,780.0,Monday,upi
U6805,2024-04-29 21:09:51,P2P,908.0,Monday,upi
U211388,2024-04-29 21:10:16,P2P,166.0,Monday,upi
U9808,2024-04-29 21:11:57,P2M,640.0,Monday,upi
U182542,2024-04-29 21:12:06,P2M,452.0,Monday,upi
U113312,2024-04-29 21:12:12,P2P,503.0,Monday,upi
U130143,2024-04-29 21:12:21,Bill Payment,419.0,Monday,upi
U146780,2024-04-29 21:13:19,Recharge,1181.0,Monday,upi
U44123,2024-04-29 21:16:13,P2M,2258.0,Monday,upi
U91770,2024-04-29 21:18:48,P2P,335.0,Monday,upi
U578,2024-04-29 21:19:54,P2M,655.0,Monday,upi
U168092,2024-04-29 21:20:29,P2P,260.0,Monday,upi
U69450,2024-04-29 21:22:12,P2P,371.0,Monday,upi
U186931,2024-04-29 21:22:57,P2P,124.0,Monday,upi
W3427,2024-04-29 21:24:00,P2M,1635.9,Monday,wallet
U115639,2024-04-29 21:24:14,P2M,565.0,Monday,upi
U65654,2024-04-29 21:26:17,Bill Payment,176.0,Monday,upi
U245886,2024-04-29 21:28:25,P2M,1312.0,Monday,upi
U132693,2024-04-29 21:29:02,P2M,1356.0,Monday,upi
U23108,2024-04-29 21:29:40,P2P,3874.0,Monday,upi
U153680,2024-04-29 21:30:15,P2M,1536.0,Monday,upi
U138367,2024-04-29 21:31:33,P2P,441.0,Monday,upi
U35189,2024-04-29 21:33:05,P2M,206.0,Monday,upi
U237259,2024-04-29 21:36:20,Recharge,1072.0,Monday,upi
U206091,2024-04-29 21:38:57,P2M,480.0,Monday,upi
U129822,2024-04-29 21:39:58,Bill Payment,539.0,Monday,upi
U77427,2024-04-29 21:49:56,P2P,194.0,Monday,upi
U206174,2024-04-29 21:50:27,P2P,1116.0,Monday,upi
U44355,2024-04-29 21:55:12,P2P,2505.0,Monday,upi
U122139,2024-04-29 21:55:37,Bill Payment,323.0,Monday,upi
U53333,2024-04-29 21:56:37,P2P,256.0,Monday,upi
U180790,2024-04-29 21:58:33,P2P,437.0,Monday,upi
U67040,2024-04-29 21:59:16,P2M,261.0,Monday,upi
U165670,2024-04-29 21:59:52,Recharge,849.0,Monday,upi
U109172,2024-04-29 22:00:34,Bill Payment,86.0,Monday,upi
U148495,2024-04-29 22:01:13,Bill Payment,3713.0,Monday,upi
U108661,2024-04-29 22:01:54,P2M,162.0,Monday,upi
